Subscribers,trf,age,gndr,tenure,age_dev,dev_man,device_os_name,is_dualsim,is_featurephone,is_smartphone,simcard_type,region,call_frq_l1m,call_frq_l3m,call_frq_l6m,call_dur_l1m,call_dur_l3m,call_dur_l6m,call_dur_avg_l1m,call_dur_avg_l3m,call_dur_avg_l6m,call_onnet_frq_l1m,call_onnet_frq_l3m,call_onnet_frq_l6m,call_onnet_dur_l1m,call_onnet_dur_l3m,call_onnet_dur_l6m,call_onnet_dur_avg_l1m,call_onnet_dur_avg_l3m,call_onnet_dur_avg_l6m,call_offnet_frq_l1m,call_offnet_frq_l3m,call_offnet_frq_l6m,call_offnet_dur_l1m,call_offnet_dur_l3m,call_offnet_dur_l6m,call_offnet_dur_avg_l1m,call_offnet_dur_avg_l3m,call_offnet_dur_avg_l6m,sms_frq_l1m,sms_frq_l3m,sms_frq_l6m,data_usg_l1m,data_usg_l3m,data_usg_l6m,data_usg_avg_l3m,total_mon_val_l1m,total_mon_val_l3m,total_mon_val_l6m,refill_total_l1m,refill_total_l3m,refill_total_l6m,refill_frq_l1m,refill_frq_l3m,refill_frq_l6m,roam_mon_val_l1m,roam_mon_val_l3m,roam_mon_val_l6m,callout_total_dur,callout_total_dur_l3m,quota_daily_pack,quota_monthly_pack,quota_serbest_pack,quota_gencol_pack,data_usg_daily_pack,data_usg_serbest_pack_main,data_usg_gencol_pack,data_usg_monthly_pack,data_usg_night_hours,data_usg_unlmt_pack,data_usg_weekly_pack,data_usg_night_hours_l3m,data_usg_unlmt_pack_l3m,dpi_facebook,dpi_facebook_messaging,dpi_facebook_voip,dpi_facebook_video,dpi_instagram,dpi_linkedin,dpi_tik_tok,dpi_twitter,dpi_whatsaap,dpi_whatsaap_messaging,dpi_whatsaap_voip,dpi_youtube,dpi_microsoft_teams_l1m,dpi_telegram_l1m,dpi_telegram_voip_l1m,data_pack_rev_l1m,data_pyg_rev_l1m,data_usg_rev_l1m,data_usg_rev_l3m,data_complete_rev_l6m,call_out_offnet_rev_l1m,call_out_onnet_rev_l1m,call_out_offnet_rev_l3m,call_out_onnet_rev_l3m,call_out_offnet_rev_l6m,call_out_onnet_rev_l6m,sms_onnnet_arpu_l3m,sms_offnet_arpu_l3m,sms_onnnet_arpu_l6m,sms_offnet_arpu_l6m,susp_day_count_6m,silentdaycount
sub4285,Azercellim,73,M,55,52,Shenzhen Xiaolajiao Technology Limited Liability,Proprietary,1,1,0,4G,ABSHERON,2.3,5.75,5.75,101.2,136.85001,136.85001,50.599998,27.369999,27.369999,0,1.15,1.15,0,23,23,0,23,23,0,0,0,0,0,0,0,0,0,20.700001,88.550003,88.550003,0,0,0,0,0,1.15,1.15,0,1.15,1.15,0,1.15,1.15,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-09,0,1.03E-09,0,0,0,0,0,26.450001
sub4286,Azercellim,53,M,6906,279,Samsung,Android OS,1,0,1,4G,BAKI,405.95001,755.54999,1631.85,17009.65,30323.199,72374.102,48.185001,46.149502,51.002499,113.85,161,335.79999,4128.5,6141,12615.5,41.698997,43.861,43.205498,93.150002,119.6,351.89999,4527.5498,6575.7002,13275.6,55.889999,63.227001,43.3895,78.199997,297.85001,566.95001,5111.0718,8157.6284,10625.632,2719.2095,25.99,61.5135,109.3765,24.15,63.871002,104.121,10.35,19.549999,37.950001,0,0,0,8656.0498,12944.4,0,5888,0,0,0,0,0,5110.6001,1871.05,0,0,1953.85,0,43.700001,2.3,0,0,9.1999998,0,4483.8501,0,0,0,77.050003,48.299999,0.76722968,0,0,11.5,0,11.5,23,34.5,7.8660002,5.198,10.833,7.8889999,24.9205,19.434999,0,0,0,0,10.35,0
sub4287,Azercellim,47,F,1304,479,Xiaomi,Android OS,1,0,1,4G,BEYLEQAN,94.300003,174.8,326.60001,13855.2,23978.65,51336,168.9695,157.75699,180.75699,0,11.5,27.6,0,242.64999,1099.4,0,24.265001,45.804501,0,1.15,6.9000001,0,208.14999,558.90002,0,208.14999,93.150002,40.25,146.05,382.95001,0,0,1.265,0,0,1.3225,7.1759996,0,3.45,12.65,0,2.3,9.1999998,0,0,0,0,450.79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57499999,0,0,0.27599999,0.46000001,0.82800001,1.3800001,0,0,0,0,72.449997,6.9000001
sub4288,Azercellim,41,M,1741,228,Xiaomi,Android OS,1,0,1,4G,BAKI,113.85,533.59998,1012,7401.3999,34997.949,68090.352,74.761505,75.428497,77.372002,14.95,62.099998,161,985.54999,3328.1001,13398.65,75.807999,61.628502,95.703003,23,116.15,243.8,1001.65,4792.0498,10770.9,50.0825,47.448997,50.806999,96.599998,416.29999,894.70001,1929.9299,12407.027,17462.566,4135.6758,18.354,99.267998,160.47099,11.5,106.95,167.89999,1.15,11.5,17.25,0,0,0,1987.2,8937.7998,0,5888,0,0,0,0,0,1929.7,693.45001,0,0,1807.8,0,85.099998,0,0,0,263.35001,0,960.25,0,0,0,24.15,65.550003,0.30844527,0,0,11.5,0,11.5,51.554501,82.6045,1.863,0.96599996,8.8319998,3.2659998,18.698999,12.236,0.057500001,0.23,1.84,0.28749999,0,0
sub4289,Azercellim,30,F,5,2,Samsung,Android OS,1,0,1,4G,BAKI,6.9000001,6.9000001,6.9000001,1897.5,1897.5,1897.5,316.25,316.25,316.25,0,0,0,0,0,0,0,0,0,3.45,3.45,3.45,207,207,207,69,69,69,21.85,21.85,21.85,0,0,0,0,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-09,0,7.71E-09,0,7.71E-09,0,0,0,0,0,0,31.049999
sub4290,Azercellim,47,M,6948,401,Huawei,Android OS,1,0,1,4G,MASALLI,599.15002,1991.8,3424.7,30887.85,95590.297,163060.8,59.282497,55.188503,54.751499,325.45001,1112.05,1836.55,15475.55,47919.352,75536.602,54.682499,49.553501,47.2995,50.599998,138,272.54999,2631.2,6586.0498,14775.2,59.799999,54.8895,62.341499,301.29999,527.84998,685.40002,8816.5215,16733.006,19215.799,5577.6685,51.198002,130.49051,198.099,46,126.5,195.5,4.5999999,12.65,19.549999,0,0,0,18590.9,55257.5,2300,575,0,0,1734.2,0,0,671.59998,411.70001,6408.9502,0,2383.95,7974.1001,27.6,0,0,67.849998,3.45,0,263.35001,0,0,0,16.1,320.85001,0.013567591,0,0,3.45,0,26.794998,55.43,68.310005,4.3470001,18.354,11.316,59.041,24.081001,95.381004,0,0,0,0,0,0
sub4291,Azercellim,56,M,466,466,Nokia,Proprietary,0,1,0,4G,AGSU,3.45,44.849998,150.64999,34.5,1721.55,6440,11.5,44.137001,49.162498,0,11.5,34.5,0,276,1445.55,0,27.6,48.185001,0,1.15,6.9000001,0,579.59998,975.20001,0,579.59998,162.5295,48.299999,143.75,271.39999,0,0,0,0,0,1.081,3.082,0,0,9.1999998,0,0,3.45,0,0,0,0,855.59998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62100005,0.46000001,1.2420001,1.84,0,0,0,0,108.1,19.549999
sub4292,Azercellim,42,M,5255,159,BQ,Android OS,1,0,1,3G,ABSHERON,83.949997,200.10001,408.25,4451.6499,12846.65,26099.25,60.984497,73.829994,73.519501,25.299999,34.5,66.699997,782,1324.8,2822.1001,35.546501,44.160004,48.656502,16.1,33.349998,63.25,1171.85,2771.5,4848.3999,83.708504,95.564995,88.147499,46,128.8,267.95001,0,0,32.533501,0,2.875,5.566,16.882,0,3.45,14.95,0,1.15,5.75,0,0,0,2025.15,4390.7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5089998,1.725,1.15,3.8639998,1.702,6.8309999,3.5419998,0,0,0,0,113.85,4.5999999
sub4293,Azercellim,41,M,941,121,Shenzhen Sang Fei Consumer Communications,Proprietary,1,1,0,4G,BAKI,104.65,589.95001,1751.45,6506.7002,30386.449,91742.398,71.507004,59.2365,60.237,0,195.5,642.84998,0,8758.4004,31359.35,0,51.52,56.097,0,48.299999,226.55,0,2326.45,10515.6,0,55.395496,53.382999,21.85,100.05,198.95,0,0,0,0,0,17.974501,58.604,0,14.4325,53.9235,0,2.3,6.9000001,0,0,0,0,11084.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9330001,10.533999,18.146999,35.972,0,0,0,0,49.450001,2.3
sub4294,Azercellim,47,M,6740,843,Xiaomi,Android OS,1,0,1,4G,NEFTCALA,569.25,1822.75,3119.95,65108.398,173891.5,320076.06,131.537,109.71,117.97849,200.10001,762.45001,1206.35,25886.5,78333.398,125256.85,148.7755,118.151,119.4045,101.2,211.60001,325.45001,11740.35,19800.699,28439.5,133.4115,107.617,100.4985,79.349998,274.85001,936.09998,32346.027,88136.18,176428.7,29378.729,72.127998,167.9575,366.81549,72.449997,167.89999,366.85001,8.0500002,20.700001,42.549999,0,0,0,37626.852,98134.102,0,58880,0,0,0,0,0,32344.9,4710.3999,0,0,13936.85,0,963.70001,9.1999998,8.0500002,2495.5,646.29999,0,21909.801,1.15,0,1.15,162.14999,391,0,5.4491782,0,34.5,0,34.5,69,175.83499,14.973001,21.390001,26.427,68.218002,38.916,109.112,0.46000001,0.057500001,0.51749998,1.035,0,0
sub4295,Azercellim,44,M,1835,648,Samsung,Android OS,1,0,1,4G,SHAMAXI,94.300003,266.79999,556.59998,12500.5,28832.801,86873.297,152.444,124.2805,179.492,8.0500002,42.549999,127.65,920,2426.5,9593.2998,131.4335,65.584496,86.422501,4.5999999,4.5999999,12.65,178.25,178.25,533.59998,44.5625,44.5625,48.507,25.299999,173.64999,280.60001,230.0345,1034.5975,1281.8245,344.86584,1.4605,4.6345,9.8554993,2.3,4.5999999,10.35,2.3,4.5999999,8.0500002,0,0,0,1098.25,2604.75,0,0,0,0,0,0,0,0,0,0,0,173.64999,0,0,0,0,0,0,0,186.3,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0.34500003,0.736,0.34500003,2.438,0.96599996,6.5319996,0.057500001,0,0.057500001,0,88.550003,6.9000001
sub4296,Azercellim,37,M,3657,524,Xiaomi,Android OS,1,0,1,4G,ABSHERON,148.35001,520.95001,1047.65,16425.449,38159.301,70348.953,127.328,84.237503,77.222504,58.650002,193.2,455.39999,2723.2,10011.9,25220.65,53.394501,59.592999,63.687,2.3,12.65,37.950001,54.049999,335.79999,1478.9,27.025,30.532499,44.815502,78.199997,221.95,419.75,166.75,396.60049,624.54199,132.20016,6.5089998,23.069,48.530003,6.9000001,23,51.75,4.5999999,14.95,37.950001,0,0,0,2777.25,11077.95,0,138,0,0,0,0,0,154.10001,0,11.5,0,0,11.5,0,0,0,0,0,0,0,0,0,4.5999999,0,5.75,0.015460539,0.15332003,0,2.3,0.60949999,2.9094999,7.5095,14.4095,0.138,2.944,0.759,10.533999,2.7600002,26.496,0.69000006,0.28749999,0.74749994,0.28749999,18.4,1.15
sub4297,Azercellim,19,M,276,256,LG,Android OS,1,0,1,4G,BAKI,9.1999998,29.9,67.849998,673.90002,1826.2,3827.2,84.237503,70.242004,64.871498,4.5999999,17.25,28.75,305.89999,1156.9,1621.5,76.474998,77.130501,64.860001,2.3,8.0500002,8.0500002,88.550003,309.35001,309.35001,44.275002,44.1945,44.1945,14.95,78.199997,135.7,0,0,0,0,6.21,18.906,25.691,5.75,17.25,27.6,1.15,9.1999998,12.65,0,0,0,394.45001,1466.25,0,1177.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,5.75,17.25,23,0.138,0.322,0.55199999,1.104,0.55199999,1.656,0,0,0,0,18.4,21.85
sub4298,Azercellim,44,M,84,2185,Nokia,Proprietary,1,1,0,4G,BAKI,1.15,1.15,1.15,159.85001,159.85001,159.85001,159.85001,159.85001,159.85001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,41.400002,41.400002,0,0,0,0,0,1.15,1.15,0,5.75,5.75,0,1.15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.049999
sub4299,Azercellim,51,U,1864,1371,Samsung,Android OS,0,0,1,4G,ABSHERON,88.550003,328.89999,842.95001,11045.75,66417.102,141888.16,143.451,232.231,193.56801,18.4,56.349998,173.64999,1987.2,4030.75,14493.45,124.2,82.259499,95.978996,6.9000001,20.700001,55.200001,271.39999,1673.25,3139.5,45.229504,92.954498,65.412003,77.050003,178.25,471.5,0,0,8362.708,0,10.166,18.2505,56.476501,9.1999998,16.1,50.599998,3.45,5.75,13.8,0,0,0,2303.45,5748.8501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5899997,0.414,1.702,2.2079999,3.9100001,4.7609997,13.478001,0,0,0,0,0,1.15
sub4300,Azercellim,52,F,6959,396,Samsung,Android OS,1,0,1,3G,BAKI,219.64999,787.75,1401.85,9129.8496,36911.551,61061.551,47.8055,53.889,50.094002,0,133.39999,148.35001,0,8043.1001,8674.4502,0,69.333504,67.240501,0,47.150002,63.25,0,3418.95,4108.9502,0,83.386505,74.704002,82.800003,286.35001,542.79999,0,0,0,0,0,10.695001,12.5925,0,6.9000001,12.65,0,5.75,11.5,0,0,0,0,11462.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0370002,5.658,6.1410003,6.3940001,0,0,0,0,94.300003,0
sub4301,G6,33,M,2956,242,Samsung,Android OS,1,0,1,3G,ABSHERON,25.299999,90.849998,158.7,1660.6,6850.5498,10623.7,75.486,86.721504,76.981003,9.1999998,28.75,54.049999,414,2176.95,3309.7,51.75,87.078003,70.414497,4.5999999,19.549999,26.450001,123.05,811.90002,1021.2,30.762501,47.759499,44.401501,34.5,106.95,157.55,1838.068,19636.17,25307.533,6545.3901,7.7164998,45.471001,61.755001,8.0500002,41.400002,60.950001,2.3,8.0500002,11.5,0,0,0,537.04999,2996.8999,0,0,0,3532.8,0,0,1837.7,0,6.9000001,0,0,1265,0,722.20001,3.45,0,450.79999,0,0,0,0,0,0,0,82.800003,0.5604037,0,0,0,0,0,0,0,0.29899999,0.50599998,1.403,2.576,1.84,4.3930001,0.057500001,0,0.057500001,0,0,4.5999999
sub4302,Azercellim,31,F,284,282,Xiaomi,Android OS,1,0,1,4G,BAKI,39.099998,187.45,310.5,1546.75,7471.5498,11981.85,45.494003,45.839001,44.378502,8.0500002,25.299999,67.849998,182.85001,993.59998,2406.95,26.116499,45.1605,40.790501,0,6.9000001,17.25,0,461.14999,987.84998,0,76.8545,65.860504,11.5,103.5,165.60001,0.0115,0.207,3.3004999,0.068999998,3.082,8.073,12.9835,5.75,10.35,13.8,1.15,4.5999999,8.0500002,0,0,0,182.85001,1454.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,1.9665,0,0.322,0.759,1.288,1.587,3.22,0,3.105,0.28749999,3.105,126.5,14.95
sub4303,Azercellim,40,M,610,323,Xiaomi,Android OS,1,0,1,4G,ABSHERON,82.800003,119.6,182.85001,14260,21061.1,42844.398,198.05299,202.515,269.45648,23,31.049999,36.799999,2893.3999,3315.45,10041.8,144.67,122.797,313.81201,8.0500002,8.0500002,9.1999998,180.55,180.55,200.10001,25.7945,25.7945,25.012501,57.5,111.55,898.15002,1296.142,2702.1895,29133.662,900.72986,2.921,6.1410003,29.290499,2.3,5.75,25.299999,2.3,3.45,14.95,0,0,0,3073.95,3496,0,0,0,0,0,0,859.04999,0,0,0,0,163.3,0,0,0,0,0,8.0500002,0,692.29999,0,0,0,1.15,116.15,0.049000598,0,0,0,0,0,0,10.925,0.48299998,1.104,0.48299998,1.725,0.57499999,1.725,0,0,0,0,57.5,5.75
sub4304,Azercellim,50,M,777,2102,Samsung,Proprietary,1,1,0,4G,BAKI ,241.5,657.79999,1129.3,12954.75,30016.15,72349.953,61.686001,52.474503,73.680496,31.049999,60.950001,90.849998,1890.6,2814.05,6624,70.023499,53.095497,83.846504,24.15,58.650002,86.25,1452.45,2510.45,4289.5,69.160995,49.219997,57.189499,75.900002,235.75,434.70001,0,0,0,0,4.6459999,8.993,15.985,11.5,11.5,23,1.15,1.15,3.45,0,0,0,3522.45,5503.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346,2.0239999,4.4850001,3.404,7.1069999,6.6240001,0,0,0,0,23,1.15
sub4305,Azercellim,46,M,4846,273,Huawei,Android OS,1,0,1,4G,BAKI,74.75,310.5,701.5,4177.9502,18075.699,42852.449,64.273499,66.941498,70.253502,19.549999,59.799999,155.25,1339.75,4582.75,11291.85,78.809502,88.124496,83.639503,23,56.349998,159.85001,1071.8,3898.5,11615,53.589996,79.556999,83.559006,25.299999,120.75,226.55,0,0,0,0,3.128,9.9245005,28.542999,3.45,11.5,21.85,3.45,11.5,19.549999,0,0,0,2411.55,8481.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7939999,1.334,5.5890002,4.2779999,16.421999,10.901999,0,0.057500001,0,0.057500001,94.300003,6.9000001
sub4306,Azercellim,36,F,6206,569,Samsung,Android OS,1,0,1,3G,BAKI,411.70001,1490.4,3094.6499,26885.85,105906.95,223357.59,75.095001,81.718994,83.007004,164.45,652.04999,1293.75,9654.25,47244.301,90981.102,67.516502,83.329002,80.867996,40.25,127.65,241.5,5655.7002,14672.85,30205.9,161.58649,132.19249,143.842,78.199997,254.14999,506,1035.667,4039.7776,8397.3574,1346.5924,24.103998,100.4985,192.9585,35.764999,115.115,196.53499,4.5999999,10.35,23,0,8.1075001,8.1075001,15309.95,61982.699,0,1177.6,0,0,0,0,0,1035,159.85001,0,0,1400.7,151.8,26.450001,1.15,0,1.15,212.75,0,0,0,0,0,218.5,152.95,0,0.005679941,0,5.75,0,5.75,23.575001,46.575001,6.8309999,10.258,18.423,46.368,37.605,90.068001,0,0.057500001,0.23,0.057500001,0,0
sub4307,Azercellim,81,M,1614,1262,Hmd Global Oy,Proprietary,1,1,0,4G,ABSHERON,37.950001,113.85,263.35001,9546.1504,30809.65,71952.047,289.2825,311.21298,314.203,2.3,2.3,2.3,72.449997,72.449997,72.449997,36.224998,36.224998,36.224998,10.35,20.700001,41.400002,539.34998,1950.4,5971.9502,59.926502,108.353,165.8875,50.599998,190.89999,404.79999,0,0,0,0,1.4375,13.2135,36.328499,5.75,17.25,40.25,1.15,3.45,8.0500002,0,0,0,611.79999,2319.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82800001,0.092,2.553,0.092,7.0379996,0.092,0,0,0,0,4.5999999,10.35
sub4308,Azercellim,50,F,1275,980,Xiaomi,Android OS,1,0,1,4G,BAKI,194.35001,458.85001,752.09998,29147.9,91621.648,123089.1,172.47699,229.63199,188.209,57.5,119.6,188.60001,5901.7998,16052.85,24811.25,118.036,154.353,151.2825,20.700001,44.849998,95.449997,1459.35,4029.6001,6944.8501,81.074997,103.3275,83.674004,77.050003,171.35001,277.14999,0,0.1265,0.1265,0.042166665,8.4064999,20.2285,33.005001,5.75,13.8,31.049999,1.15,3.45,6.9000001,0,0,0,8000.5498,20927.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034499999,0.034499999,2.277,5.1059999,5.5890002,13.063999,10.212,20.469999,0.057500001,0.115,0.057500001,0.17250001,2.3,1.15
sub4309,Azercellim,23,M,1272,353,Hmd Global Oy,Proprietary,1,1,0,4G,XIZI,19.549999,23,146.05,3895.05,5863.8501,19637.4,229.12601,293.1925,154.62901,0,0,10.35,0,0,572.70001,0,0,63.629501,0,0,23,0,0,2185,0,0,109.25,41.400002,80.5,156.39999,0,0,0,0,0,0,3.6225002,0,0,3.45,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.967,0.59799999,0,0,0,0,66.699997,0
sub4310,Serbest10,49,M,6981,510,Apple,iOS,0,0,1,3G,BAKI,381.79999,1207.5,2670.3,45618.199,108652,245124.8,137.40201,103.47701,105.57,148.35001,399.04999,895.84998,18288.449,29939.1,71260.898,141.772,86.2845,91.482506,20.700001,56.349998,151.8,1117.8,6425.0498,12704.05,62.099998,131.123,96.2435,133.39999,399.04999,817.65002,1339.704,5535.3066,9560.8125,1845.1022,24.702,55.349503,105.869,17.25,60.950001,108.1,1.15,5.75,10.35,0,0,0,19471.801,36491.801,0,575,0,0,0,759,0,575,72.449997,0,0,504.85001,1.15,261.04999,1.15,0,35.650002,196.64999,0,0,0,0,3.45,10.35,11.5,0,0,0,3.45,0,3.45,10.925,19.205002,0.82800001,8.6940002,0.82800001,8.6940002,1.265,12.488999,0,0,0.23,0,0,0
sub4311,Azercellim,42,M,1345,230,Samsung,Android OS,1,0,1,4G,ABSHERON,79.349998,326.60001,608.34998,6940.25,21652.199,38146.648,100.579,76.245003,72.116501,0,79.349998,134.55,0,4476.9502,8682.5,0,64.882996,74.209496,0,48.299999,110.4,0,1819.3,4389.5498,0,43.320499,45.723999,54.049999,319.70001,572.70001,173.696,3671.6741,4905.957,1223.8912,0.6785,21.171499,31.751501,1.15,14.95,23,1.15,12.65,20.700001,0,0,0,0,6296.25,0,0,0,0,0,0,0,0,0,32.200001,0,1840,1920.5,26.450001,0,0,0,14.95,0,0,0,0,1.15,0,1.15,0.01342392,0,0,0,0,0.57499999,4.8299999,6.7850003,0,0,3.381,4.5999999,8.0039997,7.3140001,0,0,0.057500001,0,81.650002,5.75
sub4312,Azercellim,35,M,1666,80,Samsung,Android OS,1,0,1,4G,BAKI,108.1,335.79999,561.20001,7890.1499,29630.9,51376.25,83.938499,101.476,105.2825,21.85,72.449997,96.599998,1098.25,5162.3501,7334.7002,57.799,81.9375,87.319504,23,63.25,85.099998,1909,5061.1499,6633.2002,95.449997,92.022995,89.642494,220.8,543.95001,1125.85,0,0,105.3975,0,4.0710001,13.547,18.330999,5.75,12.65,23,1.15,3.45,6.9000001,0,0,0,3161.3501,11355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.622,1.058,6.9689999,4.5999999,9.177,6.5779996,0.17250001,0.115,0.17250001,0.17250001,23,0
sub4313,Azercellim,62,F,305,2180,Samsung,Android OS,0,0,1,4G,ABSHERON,1.15,2.3,6.9000001,31.049999,236.89999,554.29999,31.049999,118.45,92.379501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,24.15,56.349998,0,0,0,0,0,2.3804998,3.5304999,0,3.45,4.5999999,0,2.3,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,3.45,0,0,0,0,0,0,0,0,0,0,164.45,32.200001
sub4314,Azercellim,48,F,321,320,Samsung,Android OS,1,0,1,4G,ABSHERON,163.3,888.95001,1616.9,21426.801,87841.602,142907.05,150.89151,113.643,101.63699,23,152.95,302.45001,860.20001,7717.6499,13607.95,43.010002,58.028999,51.738503,6.9000001,83.949997,157.55,598,4389.5498,7423.25,99.670494,60.133499,54.188,139.14999,405.95001,763.59998,55.981998,882.33752,1528.0856,294.11249,6.2330003,31.498499,66.8265,5.75,28.75,64.400002,2.3,6.9000001,17.25,0,0,0,2492.05,15320.3,0,69,0,0,0,0,0,42.549999,4.5999999,0,0,93.150002,0,2.3,0,0,0,0,0,0,0,0,0,2.3,0,0.075142145,0.04232154,0,1.15,2.645,3.7949998,6.0950003,14.145,0.82800001,1.058,7.1069999,8.4180002,12.42,15.916,0.92000002,0.28749999,1.3800001,0.28749999,0,5.75
sub4315,Azercellim,53,M,1091,986,Samsung,Android OS,1,0,1,4G,ABSHERON,305.89999,738.29999,1491.55,29282.449,91480.203,157012.95,110.0895,142.49651,121.06049,98.900002,233.45,570.40002,5010.5498,17650.199,43947.25,58.258999,86.9515,88.607506,80.5,208.14999,334.64999,14812,48645,60330.148,211.60001,268.755,207.32199,73.599998,205.85001,368,0,0,0,0,24.15,75.095001,116.518,24.15,74.75,115,10.35,31.049999,57.5,0,0,0,20465.4,67390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.319,5.704,55.337997,17.204,71.208,42.688,0,0.057500001,0,0.057500001,3.45,0
sub4316,Azercellim,35,M,4663,261,Samsung,Android OS,1,0,1,3G,LENKERAN,683.09998,1757.2,2906.05,27315.949,65953.648,107418.05,45.988503,43.1595,42.503998,318.54999,595.70001,750.95001,13570,23805,29491.75,48.989998,45.953999,45.1605,28.75,65.550003,78.199997,1727.3,3376.3999,3809.95,69.092003,59.2365,56.028,67.849998,178.25,389.85001,0,0,0,0,20.5275,38.651501,49.5075,21.85,37.950001,48.299999,5.75,11.5,16.1,0,0,0,15431.85,27510.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57499999,0.57499999,0.57499999,2.7600002,16.33,5.658,29.761999,6.5549998,37.306,0.057500001,0,0.115,0,3.45,0
sub4317,Azercellim,62,M,6969,497,Xiaomi,Android OS,1,0,1,4G,BAKI,14.95,44.849998,47.150002,706.09998,3317.75,3619.05,54.314499,85.065498,88.274002,1.15,3.45,3.45,80.5,178.25,178.25,80.5,59.420498,59.420498,6.9000001,9.1999998,9.1999998,301.29999,540.5,540.5,50.220497,67.5625,67.5625,41.400002,112.7,216.2,0,0,0,0,0.64399999,1.127,1.127,0,1.15,1.15,0,1.15,1.15,0,0,0,381.79999,718.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55199999,0.092,0.89699996,0.23,0.89699996,0.23,0,0,0,0,205.85001,18.4
sub4318,Azercellim,51,F,1369,105,Samsung,Android OS,1,0,1,4G,BAKI,404.79999,1278.8,2973.8999,45553.801,161501.41,378897.41,129.4095,145.23351,146.5215,175.95,549.70001,1253.5,24047.65,90085.25,209626.59,157.1705,188.46201,192.3145,69,212.75,462.29999,4948.4502,16882,38230.602,82.478004,91.252495,95.104996,192.05,495.64999,1144.25,5662.7153,16476.418,26024.857,5492.1396,49.955997,160.5515,344.43652,47.150002,156.39999,328.89999,18.4,52.900002,110.4,0,0,0,28996.1,106967.25,1725,0,0,0,0,0,0,69,2289.6499,4403.3501,0,4709.25,14940.8,51.75,0,9.1999998,1.15,26.450001,0,2696.75,1.15,0,13.8,0,1611.15,0.089825109,0.007599211,0,0,0,3.45,17.48,31.7285,7.3140001,19.458,23.667,70.886002,52.508999,163.944,0,0,0,0,0,0
